Id_produktu,Producent,Nazwa,Pojemnosc,Jednostka,Cena_netto,VAT,Cena_brutto,Cena_strona,Marza,Status
2206,Organis,Probiotyk 10 szczepów,1000,ml,120.44,0.05,126.46,150.49,0.19,Aktywny
2207,Skoczylas,Maca Bio,30,kapsułki,104.85,0.08,113.24,129.09,0.14,Aktywny
2208,UNS,Witamina K2 MK-7,1000,ml,105.13,0.05,110.39,121.43,0.1,Aktywny
2209,UNS,Żelazo w płynie,120,tabletki,76.21,0.23,93.74,130.3,0.39,Nieaktywny
2210,Progress Labs,Ginkgo Biloba,500,ml,83.21,0.05,87.37,101.35,0.16,Aktywny
2211,Pharmovit,Kolagen Type II,250,ml,114.73,0.05,120.47,160.23,0.33,Aktywny
2212,Wish,Bacopa Monnieri,120,tabletki,54.74,0.08,59.12,74.49,0.26,Aktywny
2213,Medica Herbs,NAC 600mg,300,kapsułki,52.65,0.23,64.76,94.55,0.46,Aktywny
2214,Pharmovit,Probiotyk 10 szczepów,120,tabletki,125.7,0.08,135.76,166.98,0.23,Aktywny
2215,Medica Herbs,NAC 600mg,180,kapsułki,72.26,0.23,88.88,107.54,0.21,Aktywny
2216,MyVita,Miedź Chelatowana,300,kapsułki,105.49,0.08,113.93,153.81,0.35,Aktywny
2217,UNS,Żeń-Szeń Koreański,300,kapsułki,148.02,0.08,159.86,196.63,0.23,Nieaktywny
2218,Sanct Bernhard,Probiotyk 10 szczepów,30,tabletki,140.28,0.08,151.5,181.8,0.2,Aktywny
2219,Sanct Bernhard,Maca Bio,120,tabletki,92.04,0.08,99.4,140.15,0.41,Aktywny
2220,Lab One,Witamina E naturalna,90,tabletki,116.59,0.23,143.41,157.75,0.1,Aktywny
2221,Diochi,Bacopa Monnieri,500,ml,69.36,0.05,72.83,105.6,0.45,Aktywny
2222,Diochi,L-teanina,120,kapsułki,147.7,0.23,181.67,214.37,0.18,Aktywny
2223,UNS,Probiotyk 10 szczepów,180,kapsułki,65.74,0.08,71.0,93.01,0.31,Aktywny
2224,Pileje,Żelazo w płynie,250,ml,93.9,0.05,98.6,137.05,0.39,Aktywny
2225,Pileje,Selen + E,250,ml,150.0,0.05,157.5,228.38,0.45,Aktywny
2226,UNS,Żeń-Szeń Koreański,180,tabletki,121.58,0.23,149.54,165.99,0.11,Nieaktywny
2227,Diochi,Bacopa Monnieri,120,tabletki,114.46,0.23,140.79,156.28,0.11,Aktywny
2228,Wish,Cynk organiczny,20,ml,103.2,0.05,108.36,138.7,0.28,Nieaktywny
2229,Star Life,Witamina D,180,kapsułki,136.57,0.23,167.98,196.54,0.17,Aktywny
2230,Sanct Bernhard,Kurkumina C3,60,kapsułki,95.41,0.08,103.04,125.71,0.22,Aktywny
2231,Mito-Pharma,Potas,90,tabletki,139.39,0.23,171.45,221.17,0.29,Aktywny
2232,Pileje,Cynk organiczny,500,ml,113.08,0.05,118.73,178.09,0.5,Aktywny
2233,Pharmovit,L-teanina,120,tabletki,67.2,0.08,72.58,94.35,0.3,Aktywny
2234,Inwet Herbs,Melatonina 1mg,180,kapsułki,76.67,0.23,94.3,138.62,0.47,Aktywny
2235,Aliness,Koenzym Q10,60,kapsułki,102.4,0.08,110.59,124.97,0.13,Aktywny
2236,UNS,L-teanina,120,tabletki,87.74,0.08,94.76,122.24,0.29,Aktywny
2237,Inwet Herbs,Maca Bio,250,ml,126.58,0.05,132.91,171.45,0.29,Aktywny
2238,Health Labs,Witamina A,500,ml,142.34,0.05,149.46,201.77,0.35,Aktywny
2239,Mito-Pharma,Koenzym Q10,90,tabletki,102.68,0.08,110.89,144.16,0.3,Aktywny
2240,Lab One,Ashwagandha Extra,250,ml,89.54,0.05,94.02,120.35,0.28,Aktywny
2241,Health Labs,Witamina A,50,ml,78.87,0.05,82.81,95.23,0.15,Aktywny
2242,Pileje,Melatonina 1mg,60,kapsułki,106.95,0.23,131.55,169.7,0.29,Aktywny
2243,Star Life,Bacopa Monnieri,90,tabletki,92.81,0.23,114.16,160.97,0.41,Aktywny
2244,HempKing,Witamina K2 MK-7,90,tabletki,141.22,0.23,173.7,232.76,0.34,Aktywny
2245,Pileje,Kolagen Type II,30,tabletki,72.88,0.23,89.64,102.19,0.14,Aktywny
2246,Wish,Witamina A,50,ml,149.86,0.05,157.35,188.82,0.2,Aktywny
2247,Yango,Krzem Organiczny,90,kapsułki,104.39,0.23,128.4,183.61,0.43,Aktywny
2248,Star Life,Potas,120,kapsułki,110.39,0.08,119.22,154.99,0.3,Aktywny
2249,Pileje,Koenzym Q10,150,ml,112.4,0.05,118.02,165.23,0.4,Aktywny
2250,Mito-Pharma,Synbiotyk z Inuliną,30,kapsułki,115.59,0.23,142.18,206.16,0.45,Aktywny
2251,Solgar,Potas,150,ml,119.95,0.05,125.95,164.99,0.31,Aktywny
2252,Organis,Selen + E,1000,ml,138.22,0.05,145.13,193.02,0.33,Aktywny
2253,NatVita,Kolagen Type II,500,ml,108.07,0.05,113.47,162.26,0.43,Aktywny
2254,Biowen,Omega-3 z alg,30,kapsułki,113.23,0.23,139.27,153.2,0.1,Aktywny
2255,Biowen,Magnez 4 formy,120,tabletki,73.85,0.23,90.84,113.55,0.25,Aktywny
2256,Yango,Kurkumina C3,90,tabletki,81.99,0.23,100.85,131.1,0.3,Aktywny
2257,Organis,Magnez 4 formy,30,kapsułki,105.41,0.23,129.65,173.73,0.34,Aktywny
2258,Star Life,Maca Bio,30,kapsułki,147.99,0.08,159.83,206.18,0.29,Aktywny
2259,NatVita,Maślan sodu,300,tabletki,132.06,0.08,142.62,201.09,0.41,Aktywny
2260,Pileje,Witamina A,30,ml,141.08,0.05,148.13,199.98,0.35,Aktywny
2261,Biowen,Miedź Chelatowana,180,kapsułki,142.89,0.08,154.32,214.5,0.39,Aktywny
2262,MyVita,Witamina K2 MK-7,90,kapsułki,99.98,0.23,122.98,173.4,0.41,Aktywny
2263,NatVita,Żelazo w płynie,60,kapsułki,84.41,0.08,91.16,123.98,0.36,Aktywny
2264,Aliness,Potas,180,tabletki,91.84,0.08,99.19,109.11,0.1,Aktywny
2265,Biowen,Witamina A,180,tabletki,129.13,0.08,139.46,199.43,0.43,Aktywny
2266,Aliness,Krzem Organiczny,250,ml,54.01,0.05,56.71,63.52,0.12,Aktywny
2267,Wish,Witamina C,300,kapsułki,72.34,0.23,88.98,107.67,0.21,Aktywny
2268,HempKing,Potas,500,ml,76.52,0.05,80.35,89.19,0.11,Aktywny
2269,Solgar,Omega-3 z alg,300,tabletki,134.74,0.23,165.73,192.25,0.16,Aktywny
2270,Pileje,Selen + E,500,ml,133.71,0.05,140.4,197.96,0.41,Aktywny
2271,Kenay,Witamina K2 MK-7,300,kapsułki,84.36,0.08,91.11,108.42,0.19,Aktywny
2272,Skoczylas,Witamina E naturalna,250,ml,128.14,0.05,134.55,192.41,0.43,Aktywny
2273,NatVita,Potas,90,tabletki,134.15,0.23,165.0,212.85,0.29,Aktywny
2274,Sanct Bernhard,NAC 600mg,60,kapsułki,78.64,0.08,84.93,104.46,0.23,Aktywny
2275,Health Labs,Synbiotyk z Inuliną,250,ml,132.05,0.05,138.65,187.18,0.35,Nieaktywny
2276,NatVita,Żeń-Szeń Koreański,120,tabletki,92.13,0.08,99.5,138.31,0.39,Aktywny
2277,HempKing,Kurkumina C3,30,ml,117.19,0.05,123.05,166.12,0.35,Aktywny
2278,Inwet Herbs,Cynk organiczny,300,kapsułki,144.12,0.08,155.65,191.45,0.23,Aktywny
2279,Pileje,Żeń-Szeń Koreański,90,kapsułki,51.39,0.23,63.21,76.48,0.21,Aktywny
2280,Skoczylas,Melatonina 1mg,300,tabletki,95.78,0.08,103.44,137.58,0.33,Aktywny
2281,Sanct Bernhard,Witamina D,500,ml,92.08,0.05,96.68,109.25,0.13,Aktywny
2282,Yango,Koenzym Q10,180,tabletki,82.93,0.23,102.0,113.22,0.11,Aktywny
2283,Skoczylas,NAC 600mg,300,tabletki,132.26,0.23,162.68,198.47,0.22,Aktywny
2284,Medica Herbs,Selen + E,60,kapsułki,73.7,0.23,90.65,100.62,0.11,Aktywny
2285,Aliness,Gotu Kola,150,ml,85.75,0.05,90.04,128.76,0.43,Aktywny
2286,HempKing,Żeń-Szeń Koreański,50,ml,145.96,0.05,153.26,168.59,0.1,Nieaktywny
2287,Invent Farm,Bacopa Monnieri,50,ml,105.98,0.05,111.28,129.08,0.16,Aktywny
2288,UNS,Gotu Kola,300,tabletki,129.71,0.23,159.54,229.74,0.44,Aktywny
2289,Sanct Bernhard,Maca Bio,150,ml,68.91,0.05,72.36,79.6,0.1,Aktywny
2290,Medica Herbs,Maca Bio,120,kapsułki,115.71,0.08,124.97,154.96,0.24,Nieaktywny
2291,Yango,Selen + E,180,tabletki,74.39,0.23,91.5,130.84,0.43,Nieaktywny
2292,Biowen,Witamina D,60,kapsułki,78.78,0.23,96.9,115.31,0.19,Aktywny
2293,Diochi,Ginkgo Biloba,150,ml,51.22,0.05,53.78,66.69,0.24,Aktywny
2294,Formeds,Magnez 4 formy,250,ml,136.21,0.05,143.02,165.9,0.16,Aktywny
2295,Progress Labs,Maślan sodu,20,ml,94.59,0.05,99.32,140.04,0.41,Nieaktywny
2296,Diochi,Ashwagandha Extra,90,kapsułki,148.78,0.08,160.68,186.39,0.16,Aktywny
2297,UNS,Różeniec górski,120,tabletki,108.06,0.23,132.91,174.11,0.31,Aktywny
2298,Yango,Witamina K2 MK-7,120,tabletki,54.54,0.08,58.9,73.04,0.24,Aktywny
2299,Skoczylas,Omega-3 z alg,180,kapsułki,108.12,0.08,116.77,157.64,0.35,Aktywny
2300,Sanct Bernhard,Koenzym Q10,300,kapsułki,76.5,0.08,82.62,107.41,0.3,Aktywny
2301,Mito-Pharma,Żelazo w płynie,300,tabletki,65.0,0.23,79.95,98.34,0.23,Aktywny
2302,Health Labs,Witamina K2 MK-7,1000,ml,108.76,0.05,114.2,129.05,0.13,Aktywny
2303,Progress Labs,Gotu Kola,120,kapsułki,102.81,0.23,126.46,161.87,0.28,Nieaktywny
2304,Kenay,Różeniec górski,20,ml,86.7,0.05,91.04,125.64,0.38,Aktywny
2305,Skoczylas,Witamina A,60,kapsułki,96.26,0.23,118.4,133.79,0.13,Aktywny
2306,MyVita,Krzem Organiczny,30,tabletki,52.42,0.08,56.61,66.8,0.18,Nieaktywny
2307,Wish,Ashwagandha Extra,30,ml,135.75,0.05,142.54,183.88,0.29,Nieaktywny
2308,MyVita,Żeń-Szeń Koreański,180,tabletki,72.19,0.23,88.79,107.44,0.21,Aktywny
2309,Star Life,Melatonina 1mg,250,ml,148.99,0.05,156.44,228.4,0.46,Aktywny
2310,Inwet Herbs,Potas,500,ml,54.17,0.05,56.88,65.98,0.16,Aktywny
2311,Invent Farm,Żeń-Szeń Koreański,50,ml,114.54,0.05,120.27,167.18,0.39,Aktywny
2312,Yango,Cynk organiczny,120,kapsułki,96.56,0.08,104.28,155.38,0.49,Aktywny
2313,NatVita,Maślan sodu,180,tabletki,70.96,0.08,76.64,101.16,0.32,Aktywny
2314,UNS,Witamina A,300,kapsułki,118.53,0.08,128.01,153.61,0.2,Aktywny
2315,Pharmovit,Kurkumina C3,180,kapsułki,128.09,0.23,157.55,207.97,0.32,Aktywny
2316,Pharmovit,Selen + E,120,tabletki,69.77,0.08,75.35,86.65,0.15,Aktywny
2317,Lab One,Kolagen Type II,250,ml,53.08,0.05,55.73,83.04,0.49,Nieaktywny
2318,Health Labs,Magnez 4 formy,180,kapsułki,88.46,0.23,108.81,128.4,0.18,Aktywny
2319,UNS,Koenzym Q10,300,kapsułki,145.57,0.23,179.05,214.86,0.2,Nieaktywny
2320,Health Labs,Witamina C,90,tabletki,66.28,0.08,71.58,80.17,0.12,Aktywny
2321,Aliness,Probiotyk 10 szczepów,180,tabletki,121.08,0.08,130.77,193.54,0.48,Aktywny
2322,Biowen,Magnez 4 formy,60,kapsułki,51.24,0.23,63.03,73.75,0.17,Nieaktywny
2323,Mito-Pharma,Witamina E naturalna,30,ml,84.3,0.05,88.52,130.12,0.47,Aktywny
2324,Sanct Bernhard,Witamina D,30,kapsułki,87.15,0.23,107.19,133.99,0.25,Aktywny
2325,Yango,Witamina E naturalna,500,ml,63.59,0.05,66.77,92.14,0.38,Nieaktywny
2326,Yango,L-teanina,30,tabletki,56.78,0.08,61.32,72.97,0.19,Aktywny
2327,Pileje,Magnez 4 formy,250,ml,106.81,0.05,112.15,131.22,0.17,Aktywny
2328,Alto Pharma,Bacopa Monnieri,250,ml,121.43,0.05,127.5,182.32,0.43,Aktywny
2329,Solgar,Żeń-Szeń Koreański,90,kapsułki,142.98,0.08,154.42,228.54,0.48,Aktywny
2330,Kenay,Żeń-Szeń Koreański,500,ml,50.26,0.05,52.77,75.99,0.44,Aktywny
2331,Star Life,NAC 600mg,30,kapsułki,142.88,0.23,175.74,221.43,0.26,Aktywny
2332,Solgar,Witamina C,120,tabletki,99.37,0.08,107.32,122.34,0.14,Nieaktywny
2333,Formeds,Synbiotyk z Inuliną,250,ml,65.6,0.05,68.88,81.97,0.19,Aktywny
2334,Lab One,Różeniec górski,250,ml,100.04,0.05,105.04,120.8,0.15,Aktywny
2335,Kenay,Krzem Organiczny,1000,ml,50.28,0.05,52.79,63.88,0.21,Aktywny
2336,Pileje,Witamina K2 MK-7,300,tabletki,87.71,0.08,94.73,109.89,0.16,Aktywny
2337,Progress Labs,Koenzym Q10,50,ml,89.54,0.05,94.02,129.75,0.38,Aktywny
2338,Medica Herbs,Ashwagandha Extra,30,kapsułki,95.14,0.23,117.02,159.15,0.36,Aktywny
2339,Wish,Kolagen Type II,90,tabletki,100.13,0.23,123.16,166.27,0.35,Aktywny
2340,Star Life,Probiotyk 10 szczepów,1000,ml,149.89,0.05,157.38,177.84,0.13,Aktywny
2341,Diochi,Witamina E naturalna,120,kapsułki,136.09,0.23,167.39,244.39,0.46,Aktywny
2342,Kenay,Witamina E naturalna,60,kapsułki,134.34,0.23,165.24,204.9,0.24,Aktywny
2343,UNS,Miedź Chelatowana,250,ml,52.32,0.05,54.94,65.38,0.19,Aktywny
2344,Aliness,Witamina D,150,ml,114.73,0.05,120.47,166.25,0.38,Nieaktywny
2345,Health Labs,Miedź Chelatowana,20,ml,131.42,0.05,137.99,176.63,0.28,Aktywny
2346,Sanct Bernhard,Różeniec górski,300,kapsułki,142.83,0.08,154.26,215.96,0.4,Aktywny
2347,Skoczylas,Koenzym Q10,250,ml,95.42,0.05,100.19,145.28,0.45,Aktywny
2348,Solgar,Witamina K2 MK-7,150,ml,133.62,0.05,140.3,209.05,0.49,Nieaktywny
2349,Lab One,Gotu Kola,150,ml,92.46,0.05,97.08,144.65,0.49,Aktywny
2350,Sanct Bernhard,Probiotyk 10 szczepów,90,tabletki,105.01,0.08,113.41,163.31,0.44,Aktywny
2351,Formeds,Gotu Kola,180,kapsułki,115.78,0.08,125.04,145.05,0.16,Aktywny
2352,Mito-Pharma,Różeniec górski,30,ml,113.6,0.05,119.28,157.45,0.32,Aktywny
2353,Formeds,Witamina A,50,ml,60.18,0.05,63.19,89.1,0.41,Nieaktywny
2354,Wish,Witamina K2 MK-7,120,kapsułki,93.82,0.23,115.4,129.25,0.12,Aktywny
2355,Aliness,Kolagen Type II,500,ml,50.39,0.05,52.91,60.32,0.14,Aktywny
2356,Inwet Herbs,Witamina C,300,kapsułki,93.06,0.23,114.46,128.2,0.12,Aktywny
2357,Pileje,Probiotyk 10 szczepów,120,kapsułki,144.04,0.08,155.56,178.89,0.15,Aktywny
2358,Pileje,Maślan sodu,250,ml,76.75,0.05,80.59,100.74,0.25,Aktywny
2359,Pharmovit,Żeń-Szeń Koreański,180,tabletki,133.34,0.08,144.01,188.65,0.31,Nieaktywny
2360,Progress Labs,Maślan sodu,90,tabletki,90.59,0.23,111.43,148.2,0.33,Aktywny
2361,Star Life,Kolagen Type II,30,kapsułki,111.49,0.23,137.13,152.21,0.11,Aktywny
2362,Lab One,Witamina E naturalna,150,ml,115.62,0.05,121.4,138.4,0.14,Aktywny
2363,Invent Farm,Maślan sodu,60,kapsułki,142.94,0.08,154.38,223.85,0.45,Aktywny
2364,MyVita,Witamina K2 MK-7,30,kapsułki,57.28,0.08,61.86,68.05,0.1,Aktywny
2365,Skoczylas,Melatonina 1mg,90,tabletki,116.46,0.23,143.25,193.39,0.35,Aktywny
2366,NatVita,Melatonina 1mg,60,kapsułki,92.88,0.08,100.31,149.46,0.49,Aktywny
2367,Organis,Cynk organiczny,60,kapsułki,106.38,0.23,130.85,154.4,0.18,Aktywny
2368,Progress Labs,L-teanina,1000,ml,97.31,0.05,102.18,133.86,0.31,Aktywny
2369,Aliness,Koenzym Q10,1000,ml,143.31,0.05,150.48,195.62,0.3,Aktywny
2370,Formeds,Gotu Kola,30,kapsułki,122.13,0.23,150.22,201.29,0.34,Aktywny
2371,Alto Pharma,Saccharomyces Boulardii,300,kapsułki,51.74,0.23,63.64,77.64,0.22,Nieaktywny
2372,Inwet Herbs,Synbiotyk z Inuliną,60,tabletki,52.76,0.23,64.89,88.9,0.37,Aktywny
2373,Progress Labs,Maca Bio,90,kapsułki,89.8,0.23,110.45,154.63,0.4,Aktywny
2374,Formeds,Witamina C,60,kapsułki,118.32,0.08,127.79,166.13,0.3,Aktywny
2375,Alto Pharma,Witamina K2 MK-7,90,kapsułki,98.22,0.23,120.81,178.8,0.48,Aktywny
2376,HempKing,Witamina D,300,kapsułki,99.02,0.08,106.94,140.09,0.31,Aktywny
2377,Pharmovit,Magnez 4 formy,180,kapsułki,107.04,0.08,115.6,160.68,0.39,Aktywny
2378,MyVita,Ginkgo Biloba,300,tabletki,139.98,0.23,172.18,254.83,0.48,Aktywny
2379,Pileje,Omega-3 z alg,90,kapsułki,51.7,0.23,63.59,89.66,0.41,Aktywny
2380,Alto Pharma,Witamina A,90,tabletki,126.28,0.08,136.38,195.02,0.43,Aktywny
2381,UNS,Witamina K2 MK-7,50,ml,100.54,0.05,105.57,120.35,0.14,Aktywny
2382,Mito-Pharma,Ashwagandha Extra,90,kapsułki,130.42,0.08,140.85,208.46,0.48,Aktywny
2383,Lab One,Maślan sodu,30,kapsułki,100.76,0.23,123.93,164.83,0.33,Aktywny
2384,Progress Labs,Witamina D,30,kapsułki,143.31,0.23,176.27,215.05,0.22,Aktywny
2385,Biowen,Maślan sodu,30,kapsułki,99.22,0.23,122.04,175.74,0.44,Aktywny
2386,Mito-Pharma,Witamina C,30,kapsułki,105.96,0.08,114.44,169.37,0.48,Aktywny
2387,Biowen,Maślan sodu,250,ml,68.27,0.05,71.68,85.3,0.19,Aktywny
2388,UNS,Różeniec górski,1000,ml,67.82,0.05,71.21,87.59,0.23,Aktywny
2389,UNS,Maca Bio,300,kapsułki,65.78,0.23,80.91,106.8,0.32,Aktywny
2390,Pileje,Żelazo w płynie,120,kapsułki,73.22,0.23,90.06,103.57,0.15,Aktywny
2391,Wish,Żelazo w płynie,60,kapsułki,103.9,0.23,127.8,159.75,0.25,Aktywny
2392,Wish,Kurkumina C3,180,tabletki,73.98,0.23,91.0,126.49,0.39,Aktywny
2393,Lab One,Żelazo w płynie,250,ml,115.49,0.05,121.26,180.68,0.49,Aktywny
2394,Pileje,Bacopa Monnieri,120,kapsułki,97.6,0.08,105.41,156.01,0.48,Aktywny
2395,Biowen,Maca Bio,30,tabletki,87.89,0.23,108.1,129.72,0.2,Aktywny
2396,Pharmovit,Kurkumina C3,250,ml,144.11,0.05,151.32,195.2,0.29,Aktywny
2397,UNS,Synbiotyk z Inuliną,150,ml,81.73,0.05,85.82,116.72,0.36,Aktywny
2398,Solgar,Synbiotyk z Inuliną,30,tabletki,117.1,0.08,126.47,140.38,0.11,Aktywny
2399,Pileje,Ashwagandha Extra,150,ml,73.96,0.05,77.66,104.84,0.35,Aktywny
2400,Aliness,Różeniec górski,300,tabletki,141.74,0.23,174.34,251.05,0.44,Aktywny
2401,Lab One,Witamina C,150,ml,108.96,0.05,114.41,147.59,0.29,Nieaktywny
2402,Pileje,Saccharomyces Boulardii,180,tabletki,55.86,0.08,60.33,73.6,0.22,Aktywny
2403,Kenay,Witamina A,60,tabletki,92.9,0.08,100.33,117.39,0.17,Aktywny
2404,Invent Farm,Gotu Kola,120,kapsułki,60.31,0.08,65.13,85.97,0.32,Nieaktywny
2405,Inwet Herbs,NAC 600mg,30,kapsułki,84.84,0.23,104.35,141.92,0.36,Aktywny
2406,Medica Herbs,Maślan sodu,300,tabletki,139.96,0.23,172.15,218.63,0.27,Aktywny
2407,Organis,Magnez 4 formy,300,tabletki,121.99,0.23,150.05,219.07,0.46,Aktywny
2408,Invent Farm,Witamina E naturalna,1000,ml,90.64,0.05,95.17,118.96,0.25,Aktywny
2409,Diochi,Cynk organiczny,120,tabletki,56.73,0.23,69.78,80.94,0.16,Aktywny
2410,Invent Farm,Bacopa Monnieri,20,ml,115.67,0.05,121.45,150.6,0.24,Aktywny
2411,NatVita,Magnez 4 formy,30,kapsułki,63.03,0.08,68.07,98.7,0.45,Aktywny
2412,Progress Labs,Melatonina 1mg,500,ml,118.77,0.05,124.71,148.4,0.19,Aktywny
2413,UNS,Kolagen Type II,500,ml,52.77,0.05,55.41,70.92,0.28,Nieaktywny
2414,Yango,Witamina D,30,kapsułki,114.08,0.08,123.21,146.62,0.19,Aktywny
2415,UNS,Maślan sodu,300,kapsułki,130.52,0.08,140.96,188.89,0.34,Aktywny
2416,Medica Herbs,Melatonina 1mg,300,tabletki,124.16,0.23,152.72,177.16,0.16,Aktywny
2417,Lab One,Potas,250,ml,131.06,0.05,137.61,181.65,0.32,Aktywny
2418,Aliness,Synbiotyk z Inuliną,90,tabletki,96.38,0.08,104.09,125.95,0.21,Aktywny
2419,Organis,Bacopa Monnieri,150,ml,63.25,0.05,66.41,73.72,0.11,Aktywny
2420,Kenay,Melatonina 1mg,120,tabletki,73.87,0.23,90.86,119.03,0.31,Aktywny
2421,Inwet Herbs,Probiotyk 10 szczepów,60,tabletki,108.86,0.23,133.9,188.8,0.41,Aktywny
2422,Sanct Bernhard,Witamina E naturalna,60,tabletki,57.01,0.08,61.57,77.58,0.26,Aktywny
2423,Formeds,Witamina K2 MK-7,90,tabletki,96.31,0.08,104.01,135.21,0.3,Nieaktywny
2424,Inwet Herbs,Miedź Chelatowana,60,tabletki,70.91,0.23,87.22,119.49,0.37,Aktywny
2425,Kenay,Omega-3 z alg,180,kapsułki,113.26,0.23,139.31,203.39,0.46,Aktywny
2426,Aliness,Magnez 4 formy,90,tabletki,76.63,0.08,82.76,107.59,0.3,Aktywny
2427,Medica Herbs,Gotu Kola,90,tabletki,94.82,0.08,102.41,151.57,0.48,Aktywny
2428,Pharmovit,Żelazo w płynie,30,kapsułki,53.69,0.08,57.99,82.93,0.43,Aktywny
2429,Medica Herbs,Koenzym Q10,120,kapsułki,132.93,0.08,143.56,200.98,0.4,Aktywny
2430,Kenay,Witamina K2 MK-7,60,tabletki,108.81,0.08,117.51,175.09,0.49,Aktywny
2431,Invent Farm,Żeń-Szeń Koreański,300,kapsułki,140.05,0.23,172.26,204.99,0.19,Nieaktywny
2432,Alto Pharma,Saccharomyces Boulardii,180,tabletki,56.94,0.23,70.04,84.05,0.2,Aktywny
2433,Biowen,NAC 600mg,180,tabletki,143.41,0.08,154.88,198.25,0.28,Aktywny
2434,Invent Farm,L-teanina,20,ml,89.65,0.05,94.13,127.08,0.35,Aktywny
2435,Star Life,Krzem Organiczny,300,tabletki,104.89,0.08,113.28,160.86,0.42,Aktywny
2436,Mito-Pharma,Żeń-Szeń Koreański,250,ml,146.24,0.05,153.55,185.8,0.21,Aktywny
2437,HempKing,Saccharomyces Boulardii,120,kapsułki,126.45,0.23,155.53,181.97,0.17,Aktywny
2438,MyVita,Żelazo w płynie,60,kapsułki,143.64,0.08,155.13,210.98,0.36,Nieaktywny
2439,Inwet Herbs,Koenzym Q10,60,kapsułki,61.85,0.23,76.08,97.38,0.28,Aktywny
2440,Alto Pharma,L-teanina,120,kapsułki,105.71,0.23,130.02,165.13,0.27,Aktywny
2441,Inwet Herbs,Witamina A,60,kapsułki,77.65,0.23,95.51,125.12,0.31,Nieaktywny
2442,Mito-Pharma,Cynk organiczny,90,kapsułki,138.28,0.08,149.34,195.64,0.31,Nieaktywny
2443,Medica Herbs,Maślan sodu,60,tabletki,60.77,0.23,74.75,97.92,0.31,Nieaktywny
2444,Star Life,Witamina A,30,kapsułki,125.18,0.08,135.19,197.38,0.46,Aktywny
2445,Health Labs,Cynk organiczny,30,tabletki,67.46,0.08,72.86,82.33,0.13,Aktywny
2446,Pileje,NAC 600mg,300,tabletki,64.88,0.08,70.07,91.79,0.31,Nieaktywny
2447,Alto Pharma,L-teanina,300,tabletki,142.67,0.23,175.48,257.96,0.47,Aktywny
2448,UNS,Bacopa Monnieri,60,tabletki,140.18,0.08,151.39,166.53,0.1,Aktywny
2449,Lab One,Różeniec górski,50,ml,66.3,0.05,69.61,80.75,0.16,Aktywny
2450,Mito-Pharma,Gotu Kola,60,tabletki,59.38,0.23,73.04,108.1,0.48,Aktywny
2451,Mito-Pharma,Potas,120,tabletki,130.01,0.23,159.91,214.28,0.34,Aktywny
2452,Invent Farm,Witamina D,120,kapsułki,110.91,0.23,136.42,184.17,0.35,Nieaktywny
2453,Diochi,Maślan sodu,30,ml,96.36,0.05,101.18,134.57,0.33,Aktywny
2454,Aliness,Gotu Kola,90,kapsułki,117.24,0.08,126.62,167.14,0.32,Aktywny
2455,Sanct Bernhard,Witamina E naturalna,120,tabletki,95.72,0.08,103.38,120.95,0.17,Aktywny
2456,NatVita,Witamina D,50,ml,71.39,0.05,74.96,98.2,0.31,Aktywny
2457,NatVita,Omega-3 z alg,60,kapsułki,76.65,0.23,94.28,106.54,0.13,Aktywny
2458,Star Life,Kolagen Type II,20,ml,141.39,0.05,148.46,213.78,0.44,Aktywny
2459,Kenay,Omega-3 z alg,60,tabletki,91.13,0.08,98.42,144.68,0.47,Nieaktywny
2460,Wish,Witamina A,90,tabletki,126.08,0.08,136.17,178.38,0.31,Nieaktywny
2461,MyVita,Ginkgo Biloba,120,tabletki,147.13,0.23,180.97,260.6,0.44,Aktywny
2462,MyVita,Selen + E,300,kapsułki,77.25,0.23,95.02,113.07,0.19,Nieaktywny
2463,Wish,NAC 600mg,30,kapsułki,68.33,0.23,84.05,105.06,0.25,Aktywny
2464,Solgar,Miedź Chelatowana,250,ml,56.76,0.05,59.6,81.65,0.37,Aktywny
2465,Invent Farm,Magnez 4 formy,500,ml,76.18,0.05,79.99,97.59,0.22,Aktywny
2466,Aliness,Kolagen Type II,60,kapsułki,64.56,0.23,79.41,119.11,0.5,Aktywny
2467,Kenay,Synbiotyk z Inuliną,60,kapsułki,114.5,0.08,123.66,174.36,0.41,Aktywny
2468,Wish,Witamina A,500,ml,104.83,0.05,110.07,141.99,0.29,Aktywny
2469,Solgar,Żelazo w płynie,1000,ml,110.97,0.05,116.52,142.15,0.22,Aktywny
2470,Organis,Witamina K2 MK-7,60,tabletki,120.66,0.08,130.31,188.95,0.45,Nieaktywny
2471,Inwet Herbs,L-teanina,250,ml,129.52,0.05,136.0,180.88,0.33,Aktywny
2472,NatVita,Krzem Organiczny,90,tabletki,52.87,0.23,65.03,75.43,0.16,Aktywny
2473,Aliness,Miedź Chelatowana,30,ml,101.94,0.05,107.04,125.24,0.17,Nieaktywny
2474,Biowen,Maślan sodu,20,ml,71.79,0.05,75.38,82.92,0.1,Aktywny
2475,Biowen,Różeniec górski,30,tabletki,131.86,0.08,142.41,206.49,0.45,Aktywny
2476,Aliness,Magnez 4 formy,1000,ml,142.17,0.05,149.28,192.57,0.29,Aktywny
2477,Skoczylas,Witamina K2 MK-7,30,kapsułki,100.37,0.23,123.46,177.78,0.44,Aktywny
