Id_zamowienia,Przewoznik,Format_dostawy,Status,Data_wysylki
61970,DPD,Kurier Pobranie,Dostarczone,2020-04-09
61971,Pocztex,Kurier,Dostarczone,2023-08-18
61972,DHL,Kurier,Anulowane,NULL
61973,Pocztex,Kurier Pobranie,Anulowane,NULL
61974,UPS,Kurier,Dostarczone,2024-11-16
61975,InPost,Paczkomat,Anulowane,NULL
61976,Pocztex,Kurier,Dostarczone,2024-01-12
61977,Pocztex,Kurier,Dostarczone,2024-08-24
61978,DHL,Kurier,Dostarczone,2024-08-23
61979,Pocztex,Kurier,Dostarczone,2023-03-05
61980,DPD,Kurier Pobranie,Dostarczone,2024-04-21
61981,DHL,Paczkomat,Dostarczone,2022-11-25
61982,Pocztex,Kurier,Dostarczone,2023-02-05
61983,DHL,Kurier Pobranie,Dostarczone,2024-09-21
61984,InPost,Paczkomat,Dostarczone,2022-12-26
61985,Pocztex,Kurier,Dostarczone,2022-08-24
61986,UPS,Kurier Pobranie,Dostarczone,2023-05-14
61987,DPD,Kurier Pobranie,Dostarczone,2023-08-13
61988,InPost,Paczkomat,Dostarczone,2023-08-29
61989,DPD,Kurier Pobranie,Dostarczone,2024-08-19
61990,InPost,Paczkomat,Dostarczone,2024-12-27
61991,Pocztex,Kurier,Dostarczone,2024-01-18
61992,UPS,Kurier Pobranie,Anulowane,NULL
61993,UPS,Kurier,Dostarczone,2024-03-02
61994,Pocztex,Kurier Pobranie,Dostarczone,2024-09-11
61995,InPost,Kurier Pobranie,Dostarczone,2024-05-06
61996,DHL,Kurier,Dostarczone,2020-01-04
61997,Pocztex,Kurier,Dostarczone,2022-12-08
61998,InPost,Kurier,Dostarczone,2023-02-21
61999,InPost,Paczkomat,Dostarczone,2023-12-26
62000,InPost,Kurier,Dostarczone,2022-11-23
62001,UPS,Kurier Pobranie,Dostarczone,2024-11-14
62002,DPD,Kurier Pobranie,Dostarczone,2024-04-21
62003,DHL,Paczkomat,Dostarczone,2022-01-06
62004,Pocztex,Kurier,Dostarczone,2022-12-04
62005,InPost,Kurier,Dostarczone,2024-08-20
62006,DHL,Paczkomat,Dostarczone,2023-10-14
62007,UPS,Kurier Pobranie,Dostarczone,2023-06-14
62008,Pocztex,Kurier,Dostarczone,2021-09-25
62009,UPS,Kurier Pobranie,Dostarczone,2024-01-21
62010,InPost,Kurier Pobranie,Anulowane,NULL
62011,InPost,Kurier Pobranie,Anulowane,NULL
62012,UPS,Kurier,Dostarczone,2022-02-16
62013,DHL,Kurier,Dostarczone,2024-07-31
62014,DHL,Kurier Pobranie,Dostarczone,2024-01-21
62015,UPS,Kurier Pobranie,Dostarczone,2023-10-10
62016,Pocztex,Kurier Pobranie,Dostarczone,2024-11-28
62017,UPS,Kurier,Dostarczone,2021-12-23
62018,DPD,Kurier Pobranie,Dostarczone,2024-01-03
62019,DHL,Paczkomat,Dostarczone,2024-09-04
62020,DPD,Kurier,Dostarczone,2024-07-12
62021,UPS,Kurier,Dostarczone,2025-01-04
62022,UPS,Kurier Pobranie,Anulowane,NULL
62023,Pocztex,Kurier Pobranie,Dostarczone,2024-11-08
62024,DHL,Paczkomat,Anulowane,NULL
62025,Pocztex,Kurier,Dostarczone,2024-11-29
62026,InPost,Kurier,Anulowane,NULL
62027,UPS,Kurier,Dostarczone,2024-02-22
62028,DHL,Kurier,Anulowane,NULL
62029,DHL,Paczkomat,Dostarczone,2024-02-11
62030,UPS,Kurier,Dostarczone,2023-10-31
62031,UPS,Kurier Pobranie,Dostarczone,2020-07-01
62032,InPost,Paczkomat,Dostarczone,2021-06-16
62033,UPS,Kurier Pobranie,Anulowane,NULL
62034,InPost,Kurier Pobranie,Anulowane,NULL
62035,DHL,Kurier Pobranie,Dostarczone,2024-09-14
62036,DHL,Kurier,Dostarczone,2021-10-07
62037,DHL,Kurier,Anulowane,NULL
62038,DPD,Kurier,Dostarczone,2024-11-18
62039,UPS,Kurier Pobranie,Dostarczone,2024-11-25
62040,DHL,Kurier,Dostarczone,2024-05-04
62041,UPS,Kurier,Dostarczone,2022-07-01
62042,UPS,Kurier Pobranie,Dostarczone,2022-10-23
62043,DPD,Kurier,Dostarczone,2024-04-08
62044,DHL,Kurier Pobranie,Anulowane,NULL
62045,DHL,Kurier Pobranie,Anulowane,NULL
62046,DHL,Kurier,Dostarczone,2024-12-25
62047,DHL,Kurier,Dostarczone,2024-12-22
62048,InPost,Paczkomat,Dostarczone,2024-05-16
62049,InPost,Kurier Pobranie,Dostarczone,2024-10-05
62050,Pocztex,Kurier Pobranie,Anulowane,NULL
62051,DHL,Paczkomat,Dostarczone,2024-08-20
62052,InPost,Kurier Pobranie,Dostarczone,2025-01-12
62053,DHL,Kurier,Dostarczone,2022-11-12
62054,DHL,Paczkomat,Dostarczone,2020-09-01
62055,InPost,Kurier,Anulowane,NULL
62056,UPS,Kurier Pobranie,Dostarczone,2022-10-24
62057,InPost,Paczkomat,Anulowane,NULL
62058,UPS,Kurier,Dostarczone,2024-03-09
62059,UPS,Kurier Pobranie,Dostarczone,2024-05-05
62060,DPD,Kurier Pobranie,Dostarczone,2024-07-06
62061,DPD,Kurier,Dostarczone,2024-06-24
62062,Pocztex,Kurier,Dostarczone,2023-02-09
62063,DHL,Kurier Pobranie,Dostarczone,2024-06-24
62064,DHL,Kurier,Dostarczone,2022-11-28
62065,Pocztex,Kurier,Dostarczone,2024-12-28
62066,InPost,Kurier,Anulowane,NULL
62067,Pocztex,Kurier Pobranie,Dostarczone,2024-07-26
62068,UPS,Kurier,Anulowane,NULL
62069,InPost,Paczkomat,Dostarczone,2024-08-30
62070,DHL,Paczkomat,Dostarczone,2024-09-27
62071,UPS,Kurier Pobranie,Dostarczone,2024-12-11
62072,InPost,Kurier,Anulowane,NULL
62073,DPD,Kurier,Dostarczone,2021-12-10
62074,DHL,Kurier Pobranie,Dostarczone,2021-12-26
62075,Pocztex,Kurier,Dostarczone,2021-05-17
62076,InPost,Paczkomat,Anulowane,NULL
62077,UPS,Kurier,Dostarczone,2024-06-15
62078,InPost,Kurier,Anulowane,NULL
62079,DPD,Kurier,Dostarczone,2024-08-25
62080,UPS,Kurier,Dostarczone,2024-11-04
62081,Pocztex,Kurier,Dostarczone,2023-09-25
62082,UPS,Kurier Pobranie,Dostarczone,2024-11-06
62083,InPost,Kurier,Dostarczone,2024-09-01
62084,DPD,Kurier Pobranie,Dostarczone,2023-01-27
62085,Pocztex,Kurier,Dostarczone,2023-01-13
62086,Pocztex,Kurier,Dostarczone,2020-07-05
62087,UPS,Kurier Pobranie,Dostarczone,2024-06-13
62088,DHL,Paczkomat,Dostarczone,2022-08-24
62089,DPD,Kurier,Dostarczone,2023-11-07
62090,Pocztex,Kurier,Dostarczone,2024-03-06
62091,Pocztex,Kurier Pobranie,Anulowane,NULL
62092,DHL,Paczkomat,Anulowane,NULL
62093,InPost,Kurier Pobranie,Dostarczone,2022-10-09
62094,Pocztex,Kurier Pobranie,Dostarczone,2024-09-06
62095,Pocztex,Kurier,Dostarczone,2022-12-29
62096,Pocztex,Kurier,Dostarczone,2024-06-25
62097,Pocztex,Kurier Pobranie,Dostarczone,2024-12-08
62098,InPost,Kurier Pobranie,Dostarczone,2024-09-09
62099,InPost,Kurier,Dostarczone,2023-04-19
62100,DHL,Kurier,Dostarczone,2023-07-12
62101,DPD,Kurier,Dostarczone,2021-12-14
62102,UPS,Kurier,Dostarczone,2022-05-27
62103,Pocztex,Kurier Pobranie,Dostarczone,2024-09-06
62104,DPD,Kurier,Dostarczone,2021-06-28
62105,DPD,Kurier Pobranie,Dostarczone,2024-04-29
62106,DPD,Kurier,Dostarczone,2024-07-05
62107,InPost,Kurier Pobranie,Dostarczone,2022-07-16
62108,InPost,Kurier Pobranie,Dostarczone,2021-08-31
62109,Pocztex,Kurier Pobranie,Dostarczone,2024-01-02
62110,Pocztex,Kurier,Anulowane,NULL
62111,Pocztex,Kurier,Dostarczone,2024-11-23
62112,DHL,Kurier,Anulowane,NULL
62113,Pocztex,Kurier,Dostarczone,2021-09-02
62114,InPost,Kurier Pobranie,Dostarczone,2020-04-11
62115,UPS,Kurier,Dostarczone,2022-05-30
62116,InPost,Paczkomat,Dostarczone,2024-06-09
62117,DPD,Kurier,Dostarczone,2023-06-28
62118,UPS,Kurier,Anulowane,NULL
62119,UPS,Kurier,Dostarczone,2024-09-06
62120,DHL,Paczkomat,Dostarczone,2020-07-25
62121,DHL,Kurier,Dostarczone,2024-03-24
62122,InPost,Paczkomat,Dostarczone,2024-12-03
62123,UPS,Kurier Pobranie,Dostarczone,2023-02-18
62124,UPS,Kurier,Dostarczone,2024-05-01
62125,DPD,Kurier,Dostarczone,2023-06-22
62126,DPD,Kurier,Dostarczone,2024-01-09
62127,InPost,Paczkomat,Dostarczone,2022-10-30
62128,DPD,Kurier,Anulowane,NULL
62129,DHL,Kurier Pobranie,Dostarczone,2023-04-13
62130,DPD,Kurier Pobranie,Anulowane,NULL
62131,Pocztex,Kurier Pobranie,Dostarczone,2021-06-29
62132,DHL,Paczkomat,Dostarczone,2023-08-25
62133,UPS,Kurier,Dostarczone,2024-11-13
62134,DPD,Kurier,Dostarczone,2024-07-08
62135,DHL,Kurier,Dostarczone,2022-12-11
62136,Pocztex,Kurier Pobranie,Dostarczone,2021-12-19
62137,DPD,Kurier,Dostarczone,2021-10-31
62138,Pocztex,Kurier Pobranie,Dostarczone,2021-10-30
62139,UPS,Kurier Pobranie,Dostarczone,2020-07-29
62140,InPost,Kurier Pobranie,Dostarczone,2023-08-17
62141,InPost,Kurier Pobranie,Dostarczone,2024-06-24
62142,Pocztex,Kurier Pobranie,Dostarczone,2021-03-12
62143,InPost,Kurier,Dostarczone,2021-08-04
62144,InPost,Paczkomat,Dostarczone,2024-10-15
62145,Pocztex,Kurier Pobranie,Anulowane,NULL
62146,Pocztex,Kurier Pobranie,Dostarczone,2023-11-05
62147,InPost,Kurier Pobranie,Anulowane,NULL
62148,InPost,Kurier Pobranie,Anulowane,NULL
62149,Pocztex,Kurier Pobranie,Dostarczone,2022-10-18
62150,UPS,Kurier Pobranie,Dostarczone,2024-07-12
62151,Pocztex,Kurier,Dostarczone,2024-04-29
62152,Pocztex,Kurier,Dostarczone,2020-02-24
62153,Pocztex,Kurier Pobranie,Dostarczone,2024-12-22
62154,DHL,Paczkomat,Dostarczone,2024-04-03
62155,DHL,Kurier Pobranie,Anulowane,NULL
62156,DPD,Kurier Pobranie,Dostarczone,2024-11-24
62157,InPost,Paczkomat,Dostarczone,2022-10-07
62158,Pocztex,Kurier Pobranie,Dostarczone,2021-01-15
62159,Pocztex,Kurier Pobranie,Dostarczone,2023-11-03
62160,InPost,Kurier,Dostarczone,2023-05-14
62161,UPS,Kurier,Anulowane,NULL
62162,DPD,Kurier,Dostarczone,2022-07-12
62163,UPS,Kurier,Dostarczone,2024-12-11
62164,InPost,Kurier Pobranie,Dostarczone,2024-06-22
62165,UPS,Kurier,Dostarczone,2024-08-24
62166,DPD,Kurier,Dostarczone,2024-07-19
62167,DPD,Kurier Pobranie,Dostarczone,2022-08-13
62168,Pocztex,Kurier,Dostarczone,2021-05-27
62169,InPost,Kurier,Anulowane,NULL
62170,DPD,Kurier Pobranie,Dostarczone,2023-01-08
62171,InPost,Kurier Pobranie,Dostarczone,2024-08-18
62172,DPD,Kurier Pobranie,Dostarczone,2020-06-21
62173,DHL,Paczkomat,Dostarczone,2023-01-01
62174,InPost,Paczkomat,Dostarczone,2023-05-10
62175,DPD,Kurier,Dostarczone,2024-10-20
62176,UPS,Kurier,Dostarczone,2024-11-06
62177,DPD,Kurier,Anulowane,NULL
62178,DHL,Kurier Pobranie,Dostarczone,2024-06-02
62179,UPS,Kurier Pobranie,Anulowane,NULL
62180,DHL,Kurier Pobranie,Dostarczone,2024-02-22
62181,InPost,Paczkomat,Dostarczone,2024-05-23
62182,InPost,Kurier Pobranie,Dostarczone,2020-12-10
62183,UPS,Kurier Pobranie,Dostarczone,2022-11-28
62184,Pocztex,Kurier Pobranie,Anulowane,NULL
62185,DPD,Kurier,Anulowane,NULL
62186,DPD,Kurier,Anulowane,NULL
62187,Pocztex,Kurier Pobranie,Dostarczone,2021-02-08
62188,DHL,Kurier,Anulowane,NULL
62189,UPS,Kurier Pobranie,Anulowane,NULL
62190,DHL,Kurier,Dostarczone,2022-08-31
62191,DHL,Kurier Pobranie,Dostarczone,2023-02-27
62192,UPS,Kurier,Dostarczone,2020-03-31
62193,Pocztex,Kurier,Dostarczone,2024-03-16
62194,DPD,Kurier,Dostarczone,2023-03-10
62195,InPost,Paczkomat,Anulowane,NULL
62196,DHL,Kurier Pobranie,Dostarczone,2023-03-18
62197,UPS,Kurier,Dostarczone,2024-08-03
62198,DPD,Kurier Pobranie,Dostarczone,2020-04-09
62199,DPD,Kurier Pobranie,Dostarczone,2022-01-31
62200,DPD,Kurier Pobranie,Dostarczone,2023-11-30
62201,DHL,Paczkomat,Dostarczone,2023-12-25
62202,Pocztex,Kurier,Dostarczone,2024-10-15
62203,DHL,Paczkomat,Dostarczone,2023-08-27
62204,InPost,Paczkomat,Dostarczone,2024-07-31
62205,DHL,Kurier Pobranie,Dostarczone,2024-12-21
62206,Pocztex,Kurier Pobranie,Dostarczone,2022-12-06
62207,InPost,Paczkomat,Dostarczone,2023-11-03
62208,DPD,Kurier Pobranie,Dostarczone,2021-06-11
62209,InPost,Kurier,Dostarczone,2024-08-20
62210,DPD,Kurier,Anulowane,NULL
62211,DHL,Kurier,Dostarczone,2023-12-31
62212,Pocztex,Kurier Pobranie,Dostarczone,2021-04-10
62213,UPS,Kurier Pobranie,Dostarczone,2022-03-16
62214,InPost,Kurier Pobranie,Dostarczone,2023-10-01
62215,Pocztex,Kurier,Dostarczone,2024-09-13
62216,Pocztex,Kurier,Dostarczone,2024-09-03
62217,DHL,Kurier Pobranie,Anulowane,NULL
62218,Pocztex,Kurier Pobranie,Dostarczone,2024-02-08
62219,DPD,Kurier,Anulowane,NULL
62220,UPS,Kurier Pobranie,Dostarczone,2023-04-13
62221,DHL,Kurier,Anulowane,NULL
62222,Pocztex,Kurier Pobranie,Anulowane,NULL
62223,InPost,Kurier,Dostarczone,2023-10-22
62224,UPS,Kurier Pobranie,Dostarczone,2022-02-23
62225,DHL,Kurier,Anulowane,NULL
62226,DHL,Kurier,Dostarczone,2024-04-16
62227,UPS,Kurier,Dostarczone,2020-05-30
62228,UPS,Kurier Pobranie,Dostarczone,2023-01-27
62229,DHL,Kurier,Anulowane,NULL
62230,UPS,Kurier,Dostarczone,2022-03-13
62231,DPD,Kurier Pobranie,Dostarczone,2021-01-25
62232,Pocztex,Kurier,Dostarczone,2024-12-30
62233,DPD,Kurier,Dostarczone,2024-09-12
62234,UPS,Kurier,Dostarczone,2023-07-26
62235,Pocztex,Kurier Pobranie,Dostarczone,2024-09-09
62236,DHL,Paczkomat,Dostarczone,2024-01-10
62237,Pocztex,Kurier Pobranie,Dostarczone,2024-04-05
62238,DPD,Kurier,Dostarczone,2023-10-30
62239,DHL,Kurier,Dostarczone,2023-02-10
62240,InPost,Kurier,Dostarczone,2022-07-25
62241,Pocztex,Kurier Pobranie,Dostarczone,2024-06-07
62242,Pocztex,Kurier Pobranie,Dostarczone,2024-01-03
62243,DHL,Kurier,Dostarczone,2023-08-12
62244,DHL,Paczkomat,Dostarczone,2023-12-17
62245,InPost,Paczkomat,Dostarczone,2021-07-07
62246,InPost,Paczkomat,Dostarczone,2020-07-29
62247,InPost,Kurier Pobranie,Dostarczone,2024-04-18
62248,UPS,Kurier,Dostarczone,2024-12-31
62249,DHL,Kurier Pobranie,Dostarczone,2024-10-11
62250,InPost,Kurier,Dostarczone,2023-09-06
62251,DHL,Kurier,Dostarczone,2022-10-12
62252,UPS,Kurier,Dostarczone,2024-04-13
62253,InPost,Kurier Pobranie,Dostarczone,2024-10-11
62254,DHL,Kurier,Dostarczone,2023-04-29
62255,DHL,Kurier,Anulowane,NULL
62256,DPD,Kurier Pobranie,Dostarczone,2022-06-22
62257,DPD,Kurier,Anulowane,NULL
62258,DPD,Kurier Pobranie,Dostarczone,2024-08-18
62259,DPD,Kurier,Anulowane,NULL
62260,InPost,Paczkomat,Dostarczone,2024-05-21
62261,Pocztex,Kurier,Dostarczone,2023-12-17
62262,Pocztex,Kurier Pobranie,Dostarczone,2024-11-23
62263,DPD,Kurier,Dostarczone,2024-08-18
62264,DPD,Kurier,Dostarczone,2022-04-24
62265,DPD,Kurier Pobranie,Dostarczone,2022-07-26
62266,DPD,Kurier,Dostarczone,2024-10-18
62267,DPD,Kurier,Dostarczone,2023-03-29
62268,Pocztex,Kurier,Dostarczone,2024-08-12
62269,UPS,Kurier Pobranie,Dostarczone,2022-06-10
62270,DHL,Kurier,Dostarczone,2024-02-12
62271,Pocztex,Kurier,Dostarczone,2022-09-01
62272,DPD,Kurier,Dostarczone,2023-05-14
62273,DHL,Kurier Pobranie,Anulowane,NULL
62274,DPD,Kurier Pobranie,Dostarczone,2023-01-28
62275,UPS,Kurier,Anulowane,NULL
62276,DHL,Paczkomat,Dostarczone,2021-05-06
62277,DHL,Paczkomat,Dostarczone,2023-12-29
62278,InPost,Kurier Pobranie,Dostarczone,2023-05-21
62279,DPD,Kurier,Anulowane,NULL
62280,InPost,Paczkomat,Anulowane,NULL
62281,InPost,Kurier,Dostarczone,2023-05-12
62282,UPS,Kurier,Dostarczone,2024-05-08
62283,InPost,Paczkomat,Anulowane,NULL
62284,InPost,Kurier Pobranie,Dostarczone,2024-10-30
62285,UPS,Kurier Pobranie,Dostarczone,2024-02-23
62286,DHL,Kurier,Dostarczone,2024-02-01
62287,UPS,Kurier Pobranie,Anulowane,NULL
62288,DHL,Paczkomat,Dostarczone,2020-02-11
62289,DHL,Kurier,Dostarczone,2021-03-17
62290,Pocztex,Kurier,Dostarczone,2024-11-12
62291,InPost,Kurier Pobranie,Dostarczone,2023-07-06
62292,UPS,Kurier Pobranie,Anulowane,NULL
62293,DPD,Kurier Pobranie,Dostarczone,2022-09-21
62294,InPost,Kurier Pobranie,Anulowane,NULL
62295,InPost,Kurier Pobranie,Anulowane,NULL
62296,DPD,Kurier Pobranie,Dostarczone,2021-10-28
62297,Pocztex,Kurier Pobranie,Dostarczone,2023-10-21
62298,UPS,Kurier Pobranie,Dostarczone,2024-09-16
62299,UPS,Kurier,Dostarczone,2024-03-06
62300,DHL,Paczkomat,Dostarczone,2022-04-16
62301,DHL,Paczkomat,Dostarczone,2020-03-19
62302,InPost,Kurier Pobranie,Anulowane,NULL
62303,DHL,Paczkomat,Dostarczone,2024-10-07
62304,UPS,Kurier,Dostarczone,2024-03-27
62305,InPost,Kurier Pobranie,Dostarczone,2022-08-18
62306,DHL,Kurier Pobranie,Dostarczone,2023-04-13
62307,UPS,Kurier,Dostarczone,2024-12-31
62308,DPD,Kurier Pobranie,Dostarczone,2022-06-30
62309,DHL,Paczkomat,Anulowane,NULL
62310,UPS,Kurier Pobranie,Dostarczone,2022-03-04
62311,DPD,Kurier,Dostarczone,2024-03-18
62312,DHL,Paczkomat,Anulowane,NULL
62313,DPD,Kurier Pobranie,Dostarczone,2024-08-04
62314,DPD,Kurier,Dostarczone,2024-05-22
62315,DHL,Kurier,Dostarczone,2022-07-23
62316,DHL,Kurier Pobranie,Dostarczone,2023-12-03
62317,DHL,Kurier Pobranie,Dostarczone,2022-12-23
62318,DHL,Paczkomat,Dostarczone,2022-04-04
62319,DPD,Kurier,Dostarczone,2024-05-31
62320,UPS,Kurier Pobranie,Dostarczone,2024-05-08
62321,InPost,Kurier,Dostarczone,2023-10-05
62322,DHL,Kurier,Anulowane,NULL
62323,DPD,Kurier Pobranie,Dostarczone,2023-10-22
62324,Pocztex,Kurier Pobranie,Dostarczone,2023-06-24
62325,UPS,Kurier Pobranie,Dostarczone,2024-07-10
62326,DPD,Kurier,Dostarczone,2020-03-25
62327,UPS,Kurier Pobranie,Dostarczone,2021-08-10
62328,UPS,Kurier,Dostarczone,2024-08-27
62329,UPS,Kurier,Dostarczone,2022-09-28
62330,Pocztex,Kurier Pobranie,Anulowane,NULL
62331,DPD,Kurier Pobranie,Dostarczone,2024-08-28
62332,InPost,Kurier Pobranie,Dostarczone,2022-03-04
62333,InPost,Paczkomat,Dostarczone,2024-06-29
62334,DHL,Paczkomat,Dostarczone,2022-04-29
62335,InPost,Kurier Pobranie,Dostarczone,2023-05-06
62336,InPost,Kurier Pobranie,Dostarczone,2024-02-09
62337,DPD,Kurier,Dostarczone,2024-11-21
62338,DPD,Kurier,Dostarczone,2023-01-10
62339,InPost,Paczkomat,Dostarczone,2022-12-04
62340,DPD,Kurier Pobranie,Dostarczone,2024-11-10
62341,InPost,Paczkomat,Anulowane,NULL
62342,UPS,Kurier Pobranie,Anulowane,NULL
62343,InPost,Kurier Pobranie,Dostarczone,2022-11-28
62344,InPost,Kurier Pobranie,Dostarczone,2023-02-23
62345,InPost,Kurier,Dostarczone,2024-07-31
62346,DHL,Kurier,Dostarczone,2024-06-23
62347,Pocztex,Kurier Pobranie,Dostarczone,2023-11-17
62348,InPost,Kurier,Anulowane,NULL
62349,DPD,Kurier Pobranie,Dostarczone,2021-01-19
62350,DPD,Kurier,Dostarczone,2024-05-10
62351,InPost,Paczkomat,Dostarczone,2020-04-15
62352,DPD,Kurier Pobranie,Dostarczone,2024-02-01
62353,UPS,Kurier,Dostarczone,2023-08-17
62354,UPS,Kurier Pobranie,Dostarczone,2024-12-18
62355,DHL,Paczkomat,Dostarczone,2023-03-16
62356,DPD,Kurier Pobranie,Dostarczone,2024-05-04
62357,DHL,Kurier Pobranie,Dostarczone,2021-09-05
62358,DHL,Kurier,Dostarczone,2022-03-14
62359,DPD,Kurier,Dostarczone,2024-08-02
62360,Pocztex,Kurier Pobranie,Dostarczone,2024-05-15
62361,DPD,Kurier Pobranie,Dostarczone,2024-12-13
62362,InPost,Paczkomat,Dostarczone,2023-11-01
62363,DPD,Kurier,Dostarczone,2020-08-07
62364,InPost,Kurier,Dostarczone,2024-12-31
62365,Pocztex,Kurier Pobranie,Dostarczone,2023-08-30
62366,InPost,Kurier,Dostarczone,2021-09-28
62367,DPD,Kurier Pobranie,Dostarczone,2021-12-12
62368,Pocztex,Kurier Pobranie,Anulowane,NULL
62369,DPD,Kurier,Dostarczone,2022-06-05
62370,DPD,Kurier,Anulowane,NULL
62371,InPost,Kurier Pobranie,Dostarczone,2024-09-18
62372,UPS,Kurier Pobranie,Dostarczone,2025-01-01
62373,UPS,Kurier,Dostarczone,2025-01-06
62374,DHL,Kurier,Anulowane,NULL
62375,Pocztex,Kurier Pobranie,Dostarczone,2022-11-13
62376,UPS,Kurier,Dostarczone,2020-08-24
62377,UPS,Kurier Pobranie,Dostarczone,2024-10-11
62378,DHL,Paczkomat,Anulowane,NULL
62379,InPost,Paczkomat,Dostarczone,2021-10-07
62380,InPost,Kurier,Dostarczone,2023-04-30
62381,DPD,Kurier,Anulowane,NULL
62382,InPost,Paczkomat,Dostarczone,2025-01-01
62383,InPost,Paczkomat,Dostarczone,2022-11-15
62384,Pocztex,Kurier Pobranie,Dostarczone,2022-09-30
62385,DHL,Kurier,Anulowane,NULL
62386,InPost,Paczkomat,Anulowane,NULL
62387,InPost,Kurier Pobranie,Dostarczone,2022-12-26
62388,DPD,Kurier,Dostarczone,2024-04-29
62389,Pocztex,Kurier Pobranie,Anulowane,NULL
62390,Pocztex,Kurier Pobranie,Dostarczone,2023-10-07
62391,DHL,Paczkomat,Dostarczone,2024-06-29
62392,DPD,Kurier Pobranie,Dostarczone,2022-06-26
62393,DHL,Paczkomat,Dostarczone,2023-01-26
62394,DPD,Kurier Pobranie,Anulowane,NULL
62395,DPD,Kurier Pobranie,Dostarczone,2024-01-21
62396,DPD,Kurier,Dostarczone,2024-08-31
62397,DPD,Kurier Pobranie,Dostarczone,2020-11-19
62398,InPost,Kurier,Dostarczone,2022-01-29
62399,UPS,Kurier,Dostarczone,2024-12-05
62400,DPD,Kurier,Dostarczone,2023-09-14
62401,InPost,Kurier,Dostarczone,2024-01-19
62402,DHL,Kurier Pobranie,Dostarczone,2023-02-04
62403,DHL,Paczkomat,Dostarczone,2024-04-29
62404,DHL,Kurier Pobranie,Anulowane,NULL
62405,DPD,Kurier,Dostarczone,2022-10-30
62406,Pocztex,Kurier Pobranie,Anulowane,NULL
62407,UPS,Kurier,Anulowane,NULL
62408,DPD,Kurier,Dostarczone,2025-01-06
62409,DPD,Kurier Pobranie,Anulowane,NULL
62410,DPD,Kurier,Dostarczone,2024-08-13
62411,UPS,Kurier,Dostarczone,2024-07-17
62412,DHL,Kurier,Dostarczone,2021-08-18
62413,Pocztex,Kurier Pobranie,Dostarczone,2023-01-25
62414,DPD,Kurier Pobranie,Anulowane,NULL
62415,DHL,Paczkomat,Dostarczone,2024-11-11
62416,UPS,Kurier,Anulowane,NULL
62417,DPD,Kurier,Dostarczone,2023-04-17
62418,DHL,Kurier,Anulowane,NULL
62419,DPD,Kurier,Dostarczone,2023-11-06
62420,DHL,Paczkomat,Anulowane,NULL
62421,Pocztex,Kurier,Dostarczone,2022-07-16
62422,DPD,Kurier,Dostarczone,2021-11-08
62423,InPost,Kurier Pobranie,Dostarczone,2024-12-19
62424,DHL,Kurier,Dostarczone,2024-12-17
62425,DHL,Kurier Pobranie,Anulowane,NULL
62426,InPost,Kurier,Dostarczone,2022-05-11
62427,DHL,Kurier,Anulowane,NULL
62428,UPS,Kurier,Anulowane,NULL
62429,DHL,Kurier Pobranie,Dostarczone,2023-12-21
62430,Pocztex,Kurier Pobranie,Dostarczone,2024-09-27
62431,DHL,Kurier,Dostarczone,2020-08-16
62432,DHL,Kurier Pobranie,Dostarczone,2024-12-08
62433,Pocztex,Kurier Pobranie,Dostarczone,2024-05-29
62434,Pocztex,Kurier Pobranie,Dostarczone,2023-07-07
62435,DPD,Kurier Pobranie,Dostarczone,2022-09-07
62436,DHL,Kurier,Dostarczone,2022-03-21
62437,DPD,Kurier Pobranie,Anulowane,NULL
62438,DPD,Kurier Pobranie,Dostarczone,2024-06-15
62439,DPD,Kurier,Dostarczone,2024-12-17
62440,DPD,Kurier Pobranie,Dostarczone,2023-04-23
62441,InPost,Paczkomat,Dostarczone,2025-01-08
62442,UPS,Kurier,Dostarczone,2024-11-28
62443,DPD,Kurier,Dostarczone,2023-04-05
62444,UPS,Kurier Pobranie,Dostarczone,2024-07-24
62445,DPD,Kurier,Anulowane,NULL
62446,UPS,Kurier,Dostarczone,2022-03-24
62447,Pocztex,Kurier Pobranie,Anulowane,NULL
62448,DHL,Paczkomat,Dostarczone,2023-03-22
62449,Pocztex,Kurier Pobranie,Anulowane,NULL
62450,DPD,Kurier Pobranie,Dostarczone,2024-08-22
62451,Pocztex,Kurier Pobranie,Dostarczone,2025-01-06
62452,Pocztex,Kurier,Dostarczone,2021-07-10
62453,InPost,Kurier,Anulowane,NULL
62454,DHL,Kurier,Dostarczone,2023-03-02
62455,UPS,Kurier,Dostarczone,2024-11-09
62456,UPS,Kurier Pobranie,Dostarczone,2023-12-30
62457,UPS,Kurier,Dostarczone,2024-08-01
62458,DHL,Paczkomat,Dostarczone,2022-08-09
62459,DHL,Kurier,Dostarczone,2024-07-16
62460,DPD,Kurier,Anulowane,NULL
62461,UPS,Kurier Pobranie,Dostarczone,2024-10-12
62462,InPost,Paczkomat,Dostarczone,2023-06-01
62463,UPS,Kurier,Dostarczone,2024-11-22
62464,UPS,Kurier Pobranie,Anulowane,NULL
62465,DHL,Kurier Pobranie,Dostarczone,2023-04-06
62466,DHL,Kurier,Dostarczone,2025-01-10
62467,DHL,Paczkomat,Anulowane,NULL
62468,UPS,Kurier,Anulowane,NULL
62469,UPS,Kurier Pobranie,Dostarczone,2023-12-28
